,id,name,county,state_code,state,zip_codes,type,population,median_income
6738,11990,Center-District 1,Norton County,KS,Kansas,67622 / 67653 / 67654,Township,1388,64342
31630,11175,Pershing,Jackson County,IN,Indiana,47235 / 47274,Township,1388,59083
40551,40929,Tornillo,El Paso County,TX,Texas,79853,CDP,1388,27404
36352,27314,Sea Bright,Monmouth County,NJ,New Jersey,7760,Borough,1387,83244
33764,20192,Red Lake Falls,Red Lake County,MN,Minnesota,56750,City,1387,47000
42447,5811,Walnut Grove,Walton County,GA,Georgia,30014 / 30052,City,1387,52159
41749,22124,Velda City,St. Louis County,MO,Missouri,63121,City,1387,34293
38466,9645,St. Elmo,Fayette County,IL,Illinois,62458,City,1387,32708
2310,15217,Bartonsville,Frederick County,MD,Maryland,21704,CDP,1387,87625
25824,41252,Mendon,Cache County,UT,Utah,84325,City,1386,80870
42672,36859,Warsaw,Jefferson County,PA,Pennsylvania,15824 / 15825 / 15851,Township,1386,41645
3681,43168,Blair,Trempealeau County,WI,Wisconsin,54616 / 54659 / 54773,City,1386,43333
28144,12927,Ness City,Ness County,KS,Kansas,67560,City,1386,47969
26461,31581,Millwood,Guernsey County,OH,Ohio,43773 / 43778,Township,1386,42273
28025,8960,Nebraska,Livingston County,IL,Illinois,61740,Township,1385,55000
30713,44350,Packwaukee,Marquette County,WI,Wisconsin,53930 / 53949 / 53952 / 53953 / 53964,Town,1385,43542
13910,28702,Fort Montgomery,Orange County,NY,New York,10922 / 10928,CDP,1385,92250
11196,13776,Earlington,Hopkins County,KY,Kentucky,42410 / 42431,City,1385,37632
37028,838,Shoal Creek,Shelby County,AL,Alabama,35094 / 35242,CDP,1385,114018
23684,8681,Loran,Stephenson County,IL,Illinois,61032 / 61062 / 61078,Township,1385,59342
9781,42493,Darrington,Snohomish County,WA,Washington,98241,Town,1385,44583
23699,35426,Loretto,Cambria County,PA,Pennsylvania,15940,Borough,1384,19250
1891,37215,Awendaw,Charleston County,SC,South Carolina,29429 / 29458,Town,1384,38500
38631,44720,St. Peter,Fond du Lac County,WI,Wisconsin,53049 / 54937,CDP,1384,73977
33973,11256,Reserve,Parke County,IN,Indiana,47832 / 47862 / 47872 / 47952,Township,1384,40655
35629,33283,Salina,Mayes County,OK,Oklahoma,74365,Town,1384,33417
19172,35127,Huston,Centre County,PA,Pennsylvania,16844,Township,1383,58393
42438,23643,Walnut Cove,Stokes County,NC,North Carolina,27052,Town,1383,34630
7551,23081,Claremont,Catawba County,NC,North Carolina,28610 / 28613,City,1382,52564
1246,372,Ardmore,Limestone County,AL,Alabama,35739 / 38449,Town,1382,35670
21916,8572,Lamard,Wayne County,IL,Illinois,62837 / 62842,Township,1382,40417
25882,44146,Mercer,Iron County,WI,Wisconsin,54514 / 54534 / 54545 / 54547 / 54552,Town,1382,43902
16468,4596,Gretna,Gadsden County,FL,Florida,32332 / 32351 / 32352,City,1382,30978
21606,4715,Lake Hamilton,Polk County,FL,Florida,33838 / 33844 / 33851 / 33881,Town,1382,44000
3437,39455,Big Sandy,Upshur County,TX,Texas,75755 / 75797,Town,1382,35625
4554,28248,Brewster Hill,Putnam County,NY,New York,10509,CDP,1381,90909
27612,35725,Mount Wolf,York County,PA,Pennsylvania,17347,Borough,1381,56406
6516,42055,Cavendish,Windsor County,VT,Vermont,05142 / 05153,Town,1381,48750
45040,41058,Woodbranch,Montgomery County,TX,Texas,77357,City,1380,69545
12258,30806,Elmore,Ottawa County / Sandusky County,OH,Ohio,43416,Village,1380,56979
3656,4233,Blades,Sussex County,DE,Delaware,19973,Town,1380,38056
10480,1585,Dilkon,Navajo County,AZ,Arizona,86047,CDP,1380,30833
31480,44373,Pensaukee,Oconto County,WI,Wisconsin,54101 / 54141 / 54153,Town,1380,61295
42885,45390,Washington,Wood County,WV,West Virginia,26181,CDP,1380,80938
1312,5245,Arlington,Calhoun County / Early County,GA,Georgia,39813,City,1380,21429
32444,41831,Plum Creek,Montgomery County,VA,Virginia,24073,CDP,1380,30022
15949,21370,Grant,Caldwell County,MO,Missouri,64650 / 64671,Township,1380,42841
8854,3964,Cornwall,Litchfield County,CT,Connecticut,06031 / 06753 / 06754 / 06759 / 06796,Town,1380,75833
43910,41011,Westlake,Denton County / Tarrant County,TX,Texas,76092 / 76262,Town,1379,193125
29029,11084,North Bend,Starke County,IN,Indiana,46511 / 46534 / 46960 / 46968,Township,1379,37305
20197,12566,Johnson City,Stanton County,KS,Kansas,67855,City,1379,40938
28922,6657,Nora Springs,Cerro Gordo County / Floyd County,IA,Iowa,50458,City,1379,42500
37005,9548,Shipman,Macoupin County,IL,Illinois,62063 / 62079 / 62685,Township,1379,61419
38280,3848,Springfield,Baca County,CO,Colorado,81073,Town,1378,33029
33588,36170,Ransom,Lackawanna County,PA,Pennsylvania,18411 / 18504 / 18653,Township,1378,59609
30255,41288,Orangeville,Emery County,UT,Utah,84537,City,1378,50833
17376,8317,Hartford,Madison County,IL,Illinois,62024 / 62048 / 62084 / 62087,Village,1378,41667
34646,815,Rock Creek,Jefferson County,AL,Alabama,35023,CDP,1377,52227
7696,21121,Clay,Dunklin County,MO,Missouri,63821 / 63849 / 63855 / 63857 / 63875 / 63876 / 63877,Township,1377,42375
44161,18144,White Cloud,Newaygo County,MI,Michigan,49349,City,1377,26071
27091,40373,Moody,McLennan County,TX,Texas,76557,City,1377,38182
45213,42974,Woodway,Snohomish County,WA,Washington,98020,City,1377,148333
35030,40687,Rosebud,Falls County,TX,Texas,76570,City,1377,32250
19531,21487,Ironton,Iron County,MO,Missouri,63650,City,1377,26086
24010,17358,Luna Pier,Monroe County,MI,Michigan,48133 / 48157,City,1377,48462
39225,41922,Stuart,Patrick County,VA,Virginia,24171,Town,1376,26750
11647,42090,Eden,Lamoille County,VT,Vermont,05652 / 05653,Town,1376,52083
44630,26684,Wilmot,Merrimack County,NH,New Hampshire,03216 / 03230 / 03287,Town,1376,58194
34703,33732,Rockaway Beach,Tillamook County,OR,Oregon,97136,City,1376,37227
22710,12659,Lexington,Johnson County,KS,Kansas,66012 / 66018 / 66019 / 66025 / 66030 / 66061,Township,1376,113068
29692,21790,Oakland,St. Louis County,MO,Missouri,63119 / 63122,City,1376,105125
7370,2184,China Lake Acres,Kern County,CA,California,93555,CDP,1376,23750
17208,12432,Harper,Harper County,KS,Kansas,67058,City,1376,46750
6834,45086,Ceredo,Wayne County,WV,West Virginia,25507 / 25530 / 25704,City,1376,41146
18932,40013,Hubbard,Hill County,TX,Texas,76648,City,1376,31202
14286,19039,Frazee,Becker County,MN,Minnesota,56544,City,1376,41000
5458,10183,Busseron,Knox County,IN,Indiana,47516 / 47561 / 47591,Township,1376,34570
26470,19801,Milo,Mille Lacs County,MN,Minnesota,55371 / 56330 / 56353 / 56357 / 56363,Township,1375,62727
31740,44384,Phillips,Price County,WI,Wisconsin,54555,City,1375,37417
4979,34145,Browntown,Luzerne County,PA,Pennsylvania,18640,CDP,1375,54330
2466,14204,Bayou L'Ourse,Assumption Parish,LA,Louisiana,70380,CDP,1375,42868
21348,43969,La Valle,Sauk County,WI,Wisconsin,53941 / 53959 / 53968,Town,1374,60833
11574,28606,Eatons Neck,Suffolk County,NY,New York,11768,CDP,1374,123971
1063,45020,Ansted,Fayette County,WV,West Virginia,25812,Town,1374,41000
31988,5662,Pine Mountain,Harris County / Meriwether County,GA,Georgia,31822,Town,1374,34265
39785,40878,Taft Southwest,San Patricio County,TX,Texas,78390,CDP,1373,33352
30898,33213,Panama,Le Flore County,OK,Oklahoma,74951,Town,1373,24423
31018,24874,Park River,Walsh County,ND,North Dakota,58270,City,1373,42692
28857,35826,Nixon,Butler County,PA,Pennsylvania,16002 / 16053,CDP,1373,78162
11105,34547,Dyberry,Wayne County,PA,Pennsylvania,18431 / 18456,Township,1373,55385
6966,15807,Charleston,Penobscot County,ME,Maine,4422,Town,1373,51000
45356,10011,Wyoming,Stark County,IL,Illinois,61491,City,1373,39850
33636,26131,Ravenna,Buffalo County,NE,Nebraska,68869,City,1373,40250
18993,35115,Hughestown,Luzerne County,PA,Pennsylvania,18640 / 18642,Borough,1373,57679
39266,4169,Suffield Depot,Hartford County,CT,Connecticut,06078 / 06080,CDP,1372,65366
13367,2395,Ferndale,Humboldt County,CA,California,95536,City,1372,43548
3263,16446,Bethany,Gratiot County,MI,Michigan,48615 / 48880,Township,1372,53000
10087,18777,Deerwood,Crow Wing County,MN,Minnesota,56431 / 56444,Township,1372,68015
41348,9790,Unity,Piatt County,IL,Illinois,61813 / 61913 / 61929,Township,1371,53750
10021,7857,Deer Creek,Tazewell County,IL,Illinois,61550 / 61732 / 61733 / 61742 / 61755,Township,1371,75288
15449,19101,Glyndon,Clay County,MN,Minnesota,56547,City,1371,72000
41421,36782,Upper Mifflin,Cumberland County,PA,Pennsylvania,17240 / 17241,Township,1371,56471
27474,17521,Mount Forest,Bay County,MI,Michigan,48613 / 48650 / 48652,Township,1371,45353
5529,2107,Buttonwillow,Kern County,CA,California,93206,CDP,1371,33889
6625,1027,Cedarville,Crawford County,AR,Arkansas,72932 / 72956,City,1371,50313
39885,4170,Tariffville,Hartford County,CT,Connecticut,6081,CDP,1371,57083
28455,11059,New Pekin,Washington County,IN,Indiana,47165,Town,1371,32283
39653,16186,Swanville,Waldo County,ME,Maine,4915,Town,1370,33947
7209,14729,Chester,Hampden County,MA,Massachusetts,01011 / 01050,Town,1370,67738
4294,39488,Boyd,Wise County,TX,Texas,76023 / 76234,Town,1370,48373
35406,32117,Russells Point,Logan County,OH,Ohio,43348,Village,1370,28250
26904,31626,Monroeville,Huron County,OH,Ohio,44847,Village,1370,51645
44444,5829,Willacoochee,Atkinson County,GA,Georgia,31650,City,1370,26518
16492,8266,Griggsville,Pike County,IL,Illinois,62340 / 62363,Township,1369,44688
11415,7959,East Oakland,Coles County,IL,Illinois,61933 / 61943,Township,1369,44605
44512,37056,Williamstown,Dauphin County,PA,Pennsylvania,17098,Borough,1369,47313
37519,3212,Soda Bay,Lake County,CA,California,95451,CDP,1369,56200
20166,37374,Joanna,Laurens County,SC,South Carolina,29351 / 29355,CDP,1369,40000
39905,40884,Tatum,Panola County / Rusk County,TX,Texas,75631 / 75691,City,1369,33250
7011,16624,Charlton,Otsego County,MI,Michigan,49735 / 49751 / 49756 / 49795,Township,1369,43365
16662,10560,Guthrie,Lawrence County,IN,Indiana,47421 / 47430 / 47467,Township,1369,39651
27647,2853,Mountain Ranch,Calaveras County,CA,California,95245 / 95246,CDP,1369,36994
45180,26693,Woodstock,Grafton County,NH,New Hampshire,03262 / 03293 / 03785,Town,1368,49063
19439,2564,Inverness,Marin County,CA,California,94937 / 94956,CDP,1368,52135
35702,11324,Saluda,Jefferson County,IN,Indiana,47138 / 47147 / 47243,Township,1368,41471
8921,15311,Cottage City,Prince George's County,MD,Maryland,20722,Town,1368,48750
15734,34910,Graham,Clearfield County,PA,Pennsylvania,16858 / 16881,Township,1368,51705
40825,32392,Trumbull,Ashtabula County,OH,Ohio,44041 / 44084 / 44085 / 44086,Township,1368,51895
44836,20830,Winnebago,Faribault County,MN,Minnesota,56098,City,1367,42083
2727,13661,Beechwood Village,Jefferson County,KY,Kentucky,40207,City,1367,69000
39558,32329,Superior,Williams County,OH,Ohio,43506 / 43518 / 43543 / 43554,Township,1367,56500
28296,40424,New Fairview,Wise County,TX,Texas,76078 / 76234,City,1367,53229
12285,43540,Elroy,Juneau County,WI,Wisconsin,53929,City,1366,37708
31041,11146,Parker City,Randolph County,IN,Indiana,47368,Town,1366,38589
28900,44280,Nokomis,Oneida County,WI,Wisconsin,54487 / 54529,Town,1366,50357
43198,45392,Wayne,Wayne County,WV,West Virginia,25570,Town,1366,17559
18644,41663,Honaker,Russell County,VA,Virginia,24260,Town,1365,29643
39577,25192,Surrey,Ward County,ND,North Dakota,58785,City,1365,82500
36821,25087,Shell Valley,Rolette County,ND,North Dakota,58316 / 58366,CDP,1365,53224
202,20887,Advance,Stoddard County,MO,Missouri,63730,City,1365,34423
39251,13375,Sublette,Haskell County,KS,Kansas,67877,City,1364,61719
37033,36400,Shoemakersville,Berks County,PA,Pennsylvania,19555,Borough,1364,47500
22105,43966,Larrabee,Waupaca County,WI,Wisconsin,54929 / 54950,Town,1363,59107
6957,21100,Charlack,St. Louis County,MO,Missouri,63114,City,1363,44886
21952,8577,Lanark,Carroll County,IL,Illinois,61046,City,1363,50679
24731,17396,Maple River,Emmet County,MI,Michigan,49706 / 49716 / 49769,Township,1363,50104
427,7249,Alden,McHenry County,IL,Illinois,60001 / 60033 / 60034,Township,1362,70893
30325,29454,Oriskany,Oneida County,NY,New York,13424,Village,1362,46394
26598,19813,Minneota,Lyon County,MN,Minnesota,56264,City,1362,56458
790,14176,Ama,St. Charles Parish,LA,Louisiana,70031,CDP,1362,62689
10996,33544,Dunes City,Lane County,OR,Oregon,97439 / 97493,City,1362,50987
39273,7209,Sugar City,Madison County,ID,Idaho,83440 / 83448,City,1361,54609
19431,4662,Interlachen,Putnam County,FL,Florida,32148 / 32149,Town,1361,28478
28072,5618,Nelson,Cherokee County / Pickens County,GA,Georgia,30107 / 30143 / 30151 / 30177,City,1361,49306
9578,18741,Dahlgren,Carver County,MN,Minnesota,55315 / 55318 / 55322,Township,1361,76667
5538,3510,Byers,Arapahoe County,CO,Colorado,80103,CDP,1361,60662
34469,41858,Riverdale,Halifax County,VA,Virginia,24592,CDP,1361,40104
6938,11997,Chapman,Dickinson County,KS,Kansas,67431,City,1361,54554
34039,20212,Rice,Benton County,MN,Minnesota,56367,City,1361,70000
30072,40474,Olmito,Cameron County,TX,Texas,78575,CDP,1361,21027
18076,39978,Hico,Erath County / Hamilton County,TX,Texas,76457,City,1360,34231
28427,39178,New Market,Jefferson County,TN,Tennessee,37820,Town,1360,49018
11770,16829,Edwards,Ogemaw County,MI,Michigan,48610 / 48624 / 48661,Township,1360,41731
18613,19330,Homer,Winona County,MN,Minnesota,55942 / 55987,Township,1360,69250
29271,35867,North Shenango,Crawford County,PA,Pennsylvania,16131 / 16424,Township,1360,38068
29191,35860,North Mahoning,Indiana County,PA,Pennsylvania,15758 / 15767 / 15771 / 16256,Township,1360,40227
2425,33475,Bay City,Tillamook County,OR,Oregon,97107,City,1360,46726
34334,17791,Riga,Lenawee County,MI,Michigan,49228 / 49267 / 49276,Township,1359,60469
5205,37243,Buffalo,Union County,SC,South Carolina,29321,CDP,1359,22679
35729,5010,San Antonio,Pasco County,FL,Florida,33525 / 33576,City,1359,73750
12542,12215,Erie,Neosho County,KS,Kansas,66720 / 66733 / 66740,Township,1359,38702
44423,39321,Wildwood,Blount County,TN,Tennessee,37804,CDP,1358,56250
10574,39003,Dodson Branch,Jackson County,TN,Tennessee,38501 / 38562,CDP,1358,36161
18775,28939,Horicon,Warren County,NY,New York,12808 / 12815 / 12860 / 12885,Town,1358,65804
21018,10787,Kirklin,Clinton County,IN,Indiana,46041 / 46050,Township,1358,58864
993,28105,Angelica,Allegany County,NY,New York,14709 / 14711 / 14804 / 14813,Town,1358,43125
36675,22520,Sharon,Jones County,MS,Mississippi,39443,CDP,1357,49263
37753,17919,South Gull Lake,Kalamazoo County,MI,Michigan,49012 / 49060 / 49083,CDP,1357,86061
26301,41256,Milford,Beaver County,UT,Utah,84751,City,1357,51786
31971,23455,Pine Knoll Shores,Carteret County,NC,North Carolina,28512,Town,1357,66466
15548,30950,Good Hope,Hocking County,OH,Ohio,43138 / 43149 / 43155,Township,1356,62972
33098,44454,Preston,Adams County,WI,Wisconsin,53934,Town,1356,41528
40204,22910,Thompson Falls,Sanders County,MT,Montana,59873,City,1356,30595
1783,39397,Aurora,Wise County,TX,Texas,76078,City,1356,57000
17574,5875,Hawi,Hawaii County,HI,Hawaii,96719 / 96755,CDP,1356,63354
45197,20858,Woodville,Waseca County,MN,Minnesota,56093,Township,1356,85417
36223,29761,Schuylerville,Saratoga County,NY,New York,12871,Village,1355,54766
11116,6267,Dysart,Tama County,IA,Iowa,52224,City,1355,56875
795,28089,Amagansett,Suffolk County,NY,New York,11930 / 11937,CDP,1355,93750
32137,36068,Pittsfield,Warren County,PA,Pennsylvania,16340 / 16371 / 16416 / 16436,Township,1355,49375
31367,37470,Pelzer,Anderson County,SC,South Carolina,29669,Town,1354,38750
20363,5887,Kaanapali,Maui County,HI,Hawaii,96761,CDP,1354,88438
12201,23152,Elm City,Wilson County,NC,North Carolina,27822,Town,1354,35208
15375,14338,Glenmora,Rapides Parish,LA,Louisiana,71433,Town,1354,26146
19570,37364,Irwin,Lancaster County,SC,South Carolina,29720,CDP,1354,36351
35915,28019,Sandy Valley,Clark County,NV,Nevada,89019,CDP,1354,39072
45025,26368,Wood River,Hall County,NE,Nebraska,68883,City,1354,58289
24831,35514,Marianne,Clarion County,PA,Pennsylvania,16254,CDP,1354,56875
19209,2550,Hydesville,Humboldt County,CA,California,95540 / 95547,CDP,1354,58304
7041,18615,Chatham,Wright County,MN,Minnesota,55313 / 55358,Township,1354,98274
32692,17725,Port Austin,Huron County,MI,Michigan,48467 / 48468,Township,1354,38412
20714,2598,Kernville,Kern County,CA,California,93238 / 93285,CDP,1354,49767
31169,31868,Patterson,Darke County,OH,Ohio,45351 / 45380 / 45388,Township,1353,63510
43784,26681,West Swanzey,Cheshire County,NH,New Hampshire,03446 / 03469,CDP,1353,38856
30422,13009,Osborne,Osborne County,KS,Kansas,67473,City,1353,36908
31339,22476,Pelahatchie,Rankin County,MS,Mississippi,39042 / 39145 / 39161,Town,1353,31599
19417,12531,Inman,McPherson County,KS,Kansas,67546,City,1353,41341
42676,20730,Warsaw,Rice County,MN,Minnesota,55021 / 55052 / 55087,Township,1353,67188
43825,22933,West Yellowstone,Gallatin County,MT,Montana,59758,Town,1353,34018
11294,34582,East Finley,Washington County,PA,Pennsylvania,15323 / 15377,Township,1352,58500
17858,28894,Henderson,Jefferson County,NY,New York,13605 / 13650 / 13651 / 13685,Town,1352,62356
44917,20837,Winthrop,Sibley County,MN,Minnesota,55396,City,1352,48828
42974,18096,Watersmeet,Gogebic County,MI,Michigan,49969 / 54540,Township,1352,42222
43526,15146,West Chatham,Barnstable County,MA,Massachusetts,02633 / 02669,CDP,1352,76042
5898,41485,Cana,Carroll County,VA,Virginia,24317,CDP,1352,35648
10627,1588,Donovan Estates,Yuma County,AZ,Arizona,85364,CDP,1351,37938
45413,13625,Yates Center,Woodson County,KS,Kansas,66783,City,1351,30433
41772,29995,Venice,Cayuga County,NY,New York,13026 / 13071 / 13081 / 13092 / 13118 / 13139 / 13147,Town,1351,60395
32682,38518,Porcupine,Oglala Lakota County,SD,South Dakota,57772,CDP,1351,23558
26760,4824,Molino,Escambia County,FL,Florida,32533 / 32577,CDP,1351,37981
10874,21228,Drywood,Vernon County,MO,Missouri,64767 / 64771 / 64772 / 64784,Township,1351,46034
9121,21169,Crane,Stone County,MO,Missouri,65633,City,1351,30652
28661,35790,Newlin,Chester County,PA,Pennsylvania,19320 / 19348 / 19382,Township,1351,102202
6727,4416,Center Hill,Sumter County,FL,Florida,33514 / 33597,City,1350,29821
22212,33085,Laverne,Harper County,OK,Oklahoma,73848,Town,1350,50313
35626,9468,Salina,Kankakee County,IL,Illinois,60481 / 60913 / 60941,Township,1350,70302
24191,45233,Mabscott,Raleigh County,WV,West Virginia,25801 / 25871,Town,1350,54856
1152,18270,Appleton,Swift County,MN,Minnesota,56208,City,1350,32311
23212,35400,Little Beaver,Lawrence County,PA,Pennsylvania,16120 / 16141,Township,1350,47083
27497,45267,Mount Hope,Fayette County,WV,West Virginia,25880 / 25917,City,1350,21218
8853,15825,Cornville,Somerset County,ME,Maine,4976,Town,1350,47679
37245,36413,Simpson,Lackawanna County,PA,Pennsylvania,18407,CDP,1350,33971
13268,34749,Faxon,Lycoming County,PA,Pennsylvania,17701,CDP,1350,43776
31830,20098,Pierz,Morrison County,MN,Minnesota,56364,City,1350,37898
19169,43835,Hustisford,Dodge County,WI,Wisconsin,53034 / 53035 / 53039 / 53059 / 53098,Town,1350,58828
8889,28481,Cortland West,Cortland County,NY,New York,13045,CDP,1350,88125
11144,37926,Eagle Butte,Dewey County / Ziebach County,SD,South Dakota,57625,City,1349,24261
35295,17831,Rudyard,Chippewa County,MI,Michigan,49774 / 49780 / 49784 / 49785 / 49786 / 49788,Township,1349,51750
45203,44995,Woodville,St. Croix County,WI,Wisconsin,54028,Village,1349,44091
3620,25498,Blackbird,Thurston County,NE,Nebraska,68039 / 68067,Township,1349,21696
14293,19040,Fredenberg,St. Louis County,MN,Minnesota,55803 / 55811,Township,1349,75909
19029,43831,Humboldt,Brown County,WI,Wisconsin,54217 / 54229 / 54311,Town,1348,59219
32473,16106,Plymouth,Penobscot County,ME,Maine,04933 / 04969,Town,1348,51417
1697,13645,Auburn,Logan County,KY,Kentucky,42206,City,1348,28819
17145,34992,Harford,Susquehanna County,PA,Pennsylvania,18823 / 18826 / 18834,Township,1348,62813
35017,17822,Rose Lake,Osceola County,MI,Michigan,49655,Township,1348,39091
10915,22318,Duck Hill,Montgomery County,MS,Mississippi,38925,Town,1348,24432
167,41996,Addison,Addison County,VT,Vermont,05491 / 05734,Town,1348,71346
38242,44678,Spring Valley,Pierce County / St. Croix County,WI,Wisconsin,54767,Village,1348,54444
27910,40404,Naples,Morris County,TX,Texas,75568 / 75571,City,1348,27609
3154,28201,Berkshire,Tioga County,NY,New York,13736 / 13811,Town,1347,51607
14294,16943,Frederic,Crawford County,MI,Michigan,49733 / 49738,Township,1347,38287
33127,11239,Princes Lakes,Johnson County,IN,Indiana,46164,Town,1347,67500
23304,13921,Livermore,McLean County,KY,Kentucky,42352,City,1347,32714
37481,39260,Sneedville,Hancock County,TN,Tennessee,37869,Town,1347,14009
30003,40471,Old River-Winfree,Chambers County / Liberty County,TX,Texas,77523 / 77535,City,1347,60625
34676,29672,Rock Hill,Sullivan County,NY,New York,12775,CDP,1347,91786
42177,18075,Wacousta,Clinton County,MI,Michigan,48820 / 48822 / 48837 / 48906,CDP,1347,81214
14102,41171,Francis,Summit County,UT,Utah,84036,Town,1347,74306
38588,11426,St. Marys,Adams County,IN,Indiana,46733,Township,1347,50813
34671,9399,Rock Grove,Stephenson County,IL,Illinois,61018 / 61019 / 61060 / 61070,Township,1347,65179
23193,17337,Litchfield,Hillsdale County,MI,Michigan,49252,City,1346,36750
19919,40056,Jarrell,Williamson County,TX,Texas,76537 / 78626 / 78633,City,1346,55469
4461,26771,Brass Castle,Warren County,NJ,New Jersey,7882,CDP,1346,87112
43964,30105,Weston Mills,Cattaraugus County,NY,New York,14760 / 14770 / 14788,CDP,1346,44208
26236,35614,Mifflinville,Columbia County,PA,Pennsylvania,18631,CDP,1345,52829
1549,7326,Assumption,Christian County,IL,Illinois,62510 / 62550 / 62557,Township,1345,34861
15769,1637,Grand Canyon Village,Coconino County,AZ,Arizona,86023,CDP,1345,38137
44284,32637,Whiteoak,Highland County,OH,Ohio,45133 / 45155 / 45171 / 45697,Township,1345,39904
6064,7617,Capron,Boone County,IL,Illinois,61012,Village,1345,52700
13793,2412,Foresthill,Placer County,CA,California,95631,CDP,1345,24755
20311,2583,Julian,San Diego County,CA,California,92036,CDP,1345,68929
23799,19647,Louisville,Scott County,MN,Minnesota,55315 / 55352 / 55379,Township,1345,98750
32821,40567,Porter Heights,Montgomery County,TX,Texas,77365,CDP,1344,22383
3120,45041,Benwood,Marshall County,WV,West Virginia,26031 / 43906,City,1344,29276
12398,12204,Empire,McPherson County,KS,Kansas,67443 / 67460,Township,1344,68106
18370,45507,Hoback,Teton County,WY,Wyoming,83001,CDP,1344,94438
43462,32600,West Alexandria,Preble County,OH,Ohio,45381,Village,1344,41985
30819,35954,Palmdale,Dauphin County,PA,Pennsylvania,17033,CDP,1343,51042
44407,11683,Wildcat,Tipton County,IN,Indiana,46036 / 46072 / 46076,Township,1343,51979
13439,39037,Fincastle,Campbell County,TN,Tennessee,37766,CDP,1343,36902
37692,39263,South Carthage,Smith County,TN,Tennessee,37030 / 38547,Town,1343,39891
33850,24966,Reed,Cass County,ND,North Dakota,58042 / 58078 / 58102,Township,1343,125625
44097,20786,Wheaton,Traverse County,MN,Minnesota,56296,City,1343,45733
25188,8781,Mason,Effingham County,IL,Illinois,62426 / 62443 / 62473,Township,1343,40000
28613,11047,Newcastle,Fulton County,IN,Indiana,46539 / 46570 / 46910 / 46975,Township,1343,60288
39600,26258,Sutherland,Lincoln County,NE,Nebraska,69143 / 69165,Village,1343,65152
2510,2017,Beale AFB,Yuba County,CA,California,95903,CDP,1342,38786
12080,2358,Elkhorn,Monterey County,CA,California,93907 / 95012 / 95039 / 95076,CDP,1342,90179
1151,15722,Appleton,Knox County,ME,Maine,4862,Town,1342,48906
10806,34519,Dreher,Wayne County,PA,Pennsylvania,18445 / 18460,Township,1342,42222
870,43024,Amherst,Portage County,WI,Wisconsin,54406 / 54407 / 54977,Town,1341,68036
6429,18591,Castle Rock,Dakota County,MN,Minnesota,55010 / 55024 / 55031 / 55057 / 55065,Township,1341,75417
11958,27596,Elephant Butte,Sierra County,NM,New Mexico,87901 / 87935,City,1341,30341
12884,32938,Fairfax,Osage County,OK,Oklahoma,74637,Town,1341,31406
5045,30451,Brushcreek,Highland County,OH,Ohio,45133 / 45172 / 45660,Township,1341,50682
40731,6908,Tripoli,Bremer County,IA,Iowa,50676,City,1340,47313
42278,18078,Wakeshma,Kalamazoo County,MI,Michigan,49052 / 49088 / 49097,Township,1340,48304
13298,42103,Fayston,Washington County,VT,Vermont,05660 / 05673,Town,1340,80000
25058,35531,Marshallton,Northumberland County,PA,Pennsylvania,17866,CDP,1340,37721
8530,34362,Conashaugh Lakes,Pike County,PA,Pennsylvania,18337,CDP,1340,69886
5642,16560,Caldwell,Missaukee County,MI,Michigan,49651 / 49663,Township,1340,41000
14064,34803,Fox Chase,Berks County,PA,Pennsylvania,19605,CDP,1340,100313
2006,42006,Bakersfield,Franklin County,VT,Vermont,05441 / 05448 / 05450,Town,1340,63269
27303,11024,Morristown,Shelby County,IN,Indiana,46161,Town,1340,46875
43061,33413,Waukomis,Garfield County,OK,Oklahoma,73773,Town,1340,47333
40702,11476,Tri-Lakes,Whitley County,IN,Indiana,46725,CDP,1340,57031
13576,1105,Flippin,Marion County,AR,Arkansas,72634,City,1340,25033
15797,19132,Grand Marais,Cook County,MN,Minnesota,55604,City,1339,40000
11805,43514,Egg Harbor,Door County,WI,Wisconsin,54202 / 54209 / 54212 / 54235,Town,1339,55109
37408,28026,Smith Valley,Lyon County,NV,Nevada,89430 / 89444,CDP,1339,70926
24700,44081,Maple Bluff,Dane County,WI,Wisconsin,53704,Village,1339,130577
4406,16495,Branch,Mason County,MI,Michigan,49402 / 49405 / 49410 / 49458,Township,1339,31198
29299,9043,North Utica,LaSalle County,IL,Illinois,61348 / 61373,Village,1339,55833
13360,5858,Fern Acres,Hawaii County,HI,Hawaii,96771,CDP,1338,38836
33816,11251,Redkey,Jay County,IN,Indiana,47373,Town,1338,35417
994,43030,Angelo,Monroe County,WI,Wisconsin,54656,Town,1338,54375
7268,15813,Chesterville,Franklin County,ME,Maine,04938 / 04940,Town,1338,38281
17614,600,Hayden,Blount County,AL,Alabama,35079 / 35180,Town,1338,50795
43284,37579,Wedgefield,Sumter County,SC,South Carolina,29168,CDP,1337,35114
44833,42967,Winlock,Lewis County,WA,Washington,98596,City,1337,41563
6922,7676,Channel Lake,Lake County,IL,Illinois,60002,CDP,1337,64200
19314,43838,Independence,Trempealeau County,WI,Wisconsin,54612 / 54747,City,1337,38382
15181,43659,Gillett,Oconto County,WI,Wisconsin,54124,City,1336,41415
36715,33304,Shattuck,Ellis County,OK,Oklahoma,73858,Town,1336,43421
39824,3278,Talmage,Mendocino County,CA,California,95481 / 95482,CDP,1335,73523
