,id,name,county,state_code,state,zip_codes,type,population,median_income
1624,20928,Atlanta,Macon County,MO,Missouri,63530,City,371,35375
9287,43392,Cross,Buffalo County,WI,Wisconsin,54612 / 54629,Town,371,63750
34017,5690,Rhine,Dodge County,GA,Georgia,31077,Town,371,23125
25088,5574,Martin,Franklin County / Stephens County,GA,Georgia,30538 / 30557,Town,371,40135
32468,6728,Plymouth,Cerro Gordo County,IA,Iowa,50464,City,371,48438
21534,40133,Lake Bridgeport,Wise County,TX,Texas,76426,City,371,43750
20089,5519,Jenkinsburg,Butts County,GA,Georgia,30234,City,371,44250
34697,44532,Rock Springs,Sauk County,WI,Wisconsin,53961,Village,371,46458
26755,5597,Molena,Pike County,GA,Georgia,30258,City,371,29643
20780,157,Kiana,Northwest Arctic Borough,AK,Alaska,99749,City,371,41250
15369,25757,Glengary,Fillmore County,NE,Nebraska,68361 / 68406 / 68416,Township,371,40250
27058,21719,Montrose,Henry County,MO,Missouri,64770,City,371,34063
3718,34059,Blandburg,Cambria County,PA,Pennsylvania,16619 / 16639,CDP,371,36607
15359,34892,Glendon,Northampton County,PA,Pennsylvania,18042,Borough,371,49722
43734,11663,West Point,White County,IN,Indiana,47923 / 47929 / 47980 / 47995,Township,371,67625
34895,40683,Roma Creek,Starr County,TX,Texas,78584,CDP,371,62989
4174,5282,Bostwick,Morgan County,GA,Georgia,30621 / 30623 / 30650,City,372,82188
29366,45278,Northfork,McDowell County,WV,West Virginia,24868,Town,372,31786
38392,3241,Squirrel Mountain Valley,Kern County,CA,California,93240,CDP,372,83750
9941,34464,Dean,Cambria County,PA,Pennsylvania,16613 / 16636,Township,372,46607
34473,33730,Rivergrove,Clackamas County / Washington County,OR,Oregon,97035,City,372,105417
17895,19269,Henning,Otter Tail County,MN,Minnesota,56551 / 56588,Township,372,55000
31245,14015,Payne Gap,Letcher County,KY,Kentucky,41537,CDP,372,38462
3389,45047,Big Chimney,Kanawha County,WV,West Virginia,25302,CDP,372,50867
15832,13840,Grand Rivers,Livingston County,KY,Kentucky,42045,City,372,48750
3005,15224,Benedict,Charles County,MD,Maryland,20612,CDP,372,73125
36319,33745,Scotts Mills,Marion County,OR,Oregon,97375,City,372,66389
15156,28764,Gilbertsville,Otsego County,NY,New York,13776,Village,372,43281
19219,40028,Iago,Wharton County,TX,Texas,77420 / 77488,CDP,372,170625
32929,44436,Pound,Marinette County,WI,Wisconsin,54161,Village,372,45179
35056,20274,Roseland,Kandiyohi County,MN,Minnesota,56216 / 56253 / 56282,Township,372,65625
23978,15996,Ludlow,Aroostook County,ME,Maine,4730,Town,372,43594
28779,6655,Nichols,Muscatine County,IA,Iowa,52766,City,372,51250
733,28086,Altmar,Oswego County,NY,New York,13302,CDP,372,27386
9018,1051,Cove,Polk County,AR,Arkansas,71937,Town,372,35833
29842,4283,Odessa,New Castle County,DE,Delaware,19709 / 19730,Town,372,76696
9836,45118,Davy,McDowell County,WV,West Virginia,24828 / 24878,Town,372,23667
12785,25711,Ewing,Holt County,NE,Nebraska,68735,Village,372,34821
39929,22546,Taylor,Lafayette County,MS,Mississippi,38655 / 38673,Village,372,57083
16718,19186,Hagali,Beltrami County,MN,Minnesota,56647 / 56683,Township,372,56071
6221,7634,Carrigan,Marion County,IL,Illinois,62870 / 62875 / 62882,Township,372,52500
5059,37750,Bryan,Charles Mix County,SD,South Dakota,57380,Township,372,29375
41621,38768,Valley Springs,Minnehaha County,SD,South Dakota,57068,Township,373,94076
45228,10002,Woosung,Ogle County,IL,Illinois,61021 / 61064 / 61091,Township,373,68287
8496,18683,Comfrey,Brown County / Cottonwood County,MN,Minnesota,56019,City,373,53611
15352,41178,Glendale,Kane County,UT,Utah,84729,Town,373,33500
18719,28935,Hope,Hamilton County,NY,New York,12134,Town,373,58409
36145,9495,Scales Mound,Jo Daviess County,IL,Illinois,61075,Village,373,43750
16693,12412,Hackberry,Labette County,KS,Kansas,67332 / 67336 / 67342 / 67356,Township,373,45250
183,30202,Adelphi,Ross County,OH,Ohio,43101,Village,373,31641
3218,34020,Berrysburg,Dauphin County,PA,Pennsylvania,17005 / 17023,Borough,373,51827
23494,3713,Loghill Village,Ouray County,CO,Colorado,81432,CDP,373,91161
2278,39419,Barstow,Ward County,TX,Texas,79719,City,373,27708
26828,10993,Monroe,Jefferson County,IN,Indiana,47231 / 47250,Township,373,41118
12708,25708,Eustis,Frontier County,NE,Nebraska,69028,Village,373,53438
36,7234,Abington,Mercer County,IL,Illinois,61231 / 61260 / 61442 / 61476,Township,373,43750
37053,33307,Short,Sequoyah County,OK,Oklahoma,74948,CDP,373,31731
26403,35635,Millerton,Tioga County,PA,Pennsylvania,16936,CDP,373,47045
7578,30591,Clarington,Monroe County,OH,Ohio,43915,Village,373,39583
40105,32352,Texas,Crawford County,OH,Ohio,44882,Township,373,59750
16823,12417,Halstead,Harvey County,KS,Kansas,67020 / 67056,Township,373,75764
33100,20163,Preston,Fillmore County,MN,Minnesota,55939 / 55949 / 55965,Township,373,61042
17459,19226,Harvey,Meeker County,MN,Minnesota,55355 / 55389 / 56243,Township,373,73750
3778,2058,Bloomfield,Sonoma County,CA,California,94952,CDP,373,122929
26638,21703,Mirabile,Caldwell County,MO,Missouri,64429 / 64644 / 64649 / 64650 / 64671,Township,373,60833
27373,8904,Mosquito,Christian County,IL,Illinois,62513 / 62547,Township,374,50000
26360,35624,Millcreek,Clarion County,PA,Pennsylvania,15829 / 15860 / 16225 / 16233 / 16258,Township,374,46429
22277,15475,Laytonsville,Montgomery County,MD,Maryland,20882,Town,374,125625
19614,27646,Isleta Village Proper,Bernalillo County,NM,New Mexico,87022,CDP,374,37500
13232,45141,Farmington,Marion County,WV,West Virginia,26571,Town,374,46518
11084,32916,Dustin,Hughes County,OK,Oklahoma,74839,Town,374,21932
2656,30309,Beaverdam,Allen County,OH,Ohio,45808 / 45830,Village,374,43690
32793,16108,Portage Lake,Aroostook County,ME,Maine,4768,Town,374,49375
10415,13764,Dexter,Calloway County,KY,Kentucky,42020 / 42036,CDP,374,70303
14116,19035,Frankford,Mower County,MN,Minnesota,55936 / 55967 / 55975,Township,374,84643
27335,19866,Morton,Renville County,MN,Minnesota,56270,City,374,39531
27636,19877,Mountain Lake,Cottonwood County,MN,Minnesota,56159,Township,374,54539
764,11752,Altoona,Wilson County,KS,Kansas,66710,City,374,35250
30304,6682,Orient,Adair County,IA,Iowa,50858,City,374,44063
21555,3695,Lake City,Hinsdale County,CO,Colorado,81235,Town,374,44821
42500,26321,Walton,Lancaster County,NE,Nebraska,68461 / 68520,CDP,374,131172
4812,23037,Brookford,Catawba County,NC,North Carolina,28602,Town,374,23750
17763,35032,Hector,Potter County,PA,Pennsylvania,16943 / 16948 / 16950,Township,374,37250
32523,11208,Point,Posey County,IN,Indiana,47620,Township,374,74211
2991,34006,Ben Avon Heights,Allegheny County,PA,Pennsylvania,15202,Borough,374,151250
10753,16790,Dowling,Barry County,MI,Michigan,49050 / 49058,CDP,375,47375
9782,39694,Darrouzett,Lipscomb County,TX,Texas,79024,Town,375,58250
25697,19768,Medicine Lake,Hennepin County,MN,Minnesota,55441,City,375,82917
20178,8470,Johnson,Clark County,IL,Illinois,62420 / 62442 / 62449,Township,375,41750
24684,24648,Manvel,Grand Forks County,ND,North Dakota,58256,City,375,61375
11017,34537,Dunlevy,Washington County,PA,Pennsylvania,15432,Borough,375,39792
12400,16858,Empire,Leelanau County,MI,Michigan,49630,Village,375,49875
29647,40463,Oak Valley,Navarro County,TX,Texas,75110,Town,375,50625
13390,6312,Fertile,Worth County,IA,Iowa,50434,City,375,43393
873,43023,Amherst Junction,Portage County,WI,Wisconsin,54406 / 54407,Village,375,66042
4161,23029,Bostic,Rutherford County,NC,North Carolina,28018,Town,375,29732
20482,33055,Kaw City,Kay County,OK,Oklahoma,74641,City,375,41250
15976,38074,Grant Center,Grant County,SD,South Dakota,57252 / 57269,Township,375,77137
1960,30273,Bailey Lakes,Ashland County,OH,Ohio,44805,Village,375,50625
7759,42458,Clayton,Stevens County,WA,Washington,99110,CDP,376,25150
42626,36853,Warren,Franklin County,PA,Pennsylvania,17236,Township,376,52188
35399,44557,Russell,Sheboygan County,WI,Wisconsin,53020 / 53023 / 53079,Town,376,56250
36038,21970,Sargent,Texas County,MO,Missouri,65689 / 65793,Township,376,21797
9420,7048,Culdesac,Nez Perce County,ID,Idaho,83524,City,376,28000
11115,1079,Dyess,Mississippi County,AR,Arkansas,72330,Town,376,42250
28101,216,Nenana,Yukon-Koyukuk Census Area,AK,Alaska,99760,City,376,43250
22630,6507,Letts,Louisa County,IA,Iowa,52754,City,376,46250
44136,13580,White,Kingman County,KS,Kansas,67068 / 67570,Township,376,78125
44355,18158,Whittemore,Iosco County,MI,Michigan,48770,City,376,27885
27892,211,Napakiak,Bethel Census Area,AK,Alaska,99634,City,376,24167
18897,40011,Howardwick,Donley County,TX,Texas,79226,City,376,33750
37904,32243,South Vienna,Clark County,OH,Ohio,45369,Village,376,60000
14603,16964,Gagetown,Tuscola County,MI,Michigan,48726 / 48735,Village,376,31094
44963,1925,Wittmann,Maricopa County,AZ,Arizona,85361,CDP,376,22156
17074,19211,Hanska,Brown County,MN,Minnesota,56041,City,376,49500
41714,39300,Vanleer,Dickson County,TN,Tennessee,37181,Town,376,35000
32504,41832,Pocahontas,Tazewell County,VA,Virginia,24635,Town,376,20750
717,22961,Altamahaw,Alamance County,NC,North Carolina,27202 / 27244,CDP,376,85208
33935,23490,Rennert,Robeson County,NC,North Carolina,28386,Town,376,30313
2570,18362,Beatty,St. Louis County,MN,Minnesota,55723 / 55771,Township,377,51250
12369,8022,Emma,White County,IL,Illinois,62821 / 62834 / 62861 / 62867,Township,377,41818
33725,40632,Realitos,Duval County,TX,Texas,78376,CDP,377,17279
27958,21746,Nashville,Barton County,MO,Missouri,64755 / 64759 / 64762 / 64769 / 64855,Township,377,57656
5364,23913,Burlington,Ward County,ND,North Dakota,58701 / 58703 / 58722 / 58733,Township,377,89750
32967,44442,Poy Sippi,Waushara County,WI,Wisconsin,54967,CDP,377,30625
19510,41675,Iron Gate,Alleghany County,VA,Virginia,24448,Town,377,29423
28015,1721,Nazlini,Apache County,AZ,Arizona,86540,CDP,377,28750
15544,8216,Good Hope,McDonough County,IL,Illinois,61438,Village,377,51964
18434,41199,Holden,Millard County,UT,Utah,84636,Town,377,45714
17636,23246,Hayesville,Clay County,NC,North Carolina,28904,Town,377,29688
43077,5156,Wausau,Washington County,FL,Florida,32428 / 32463,Town,377,36875
28931,19952,Norden,Pennington County,MN,Minnesota,56701,Township,377,62813
24328,35481,Madison,Westmoreland County,PA,Pennsylvania,15663,Borough,377,55625
70,27483,Acomita Lake,Cibola County,NM,New Mexico,87034 / 87049,CDP,377,24250
3351,4361,Beverly Beach,Flagler County,FL,Florida,32136,Town,377,36806
20772,43892,Keystone,Bayfield County,WI,Wisconsin,54806 / 54847 / 54856,Town,377,45313
2322,30288,Bascom,Seneca County,OH,Ohio,44809 / 44830 / 44883,CDP,377,67619
41811,9814,Vermillion,LaSalle County,IL,Illinois,61348 / 61364 / 61370,Township,377,52083
37393,11374,Smith,Greene County,IN,Indiana,47438 / 47441 / 47471,Township,377,89200
20407,41218,Kanarraville,Iron County,UT,Utah,84720 / 84742,Town,378,56563
43966,36995,Westover,Clearfield County,PA,Pennsylvania,16692,Borough,378,42188
13814,34784,Forkston,Wyoming County,PA,Pennsylvania,18614 / 18629,Township,378,40000
8759,66,Copper Center,Valdez-Cordova Census Area,AK,Alaska,99573,CDP,378,39063
40673,14119,Trenton,Todd County,KY,Kentucky,42286,City,378,48125
32114,31938,Pitsburg,Darke County,OH,Ohio,45358,Village,378,60750
35447,32120,Rutland,Meigs County,OH,Ohio,45760 / 45775,Village,378,32946
43438,6962,Wesley,Kossuth County,IA,Iowa,50483,City,378,46750
40942,13431,Turon,Reno County,KS,Kansas,67583,City,378,28125
3861,41449,Bloxom,Accomack County,VA,Virginia,23308,Town,378,41250
7261,38966,Chesterfield,Henderson County,TN,Tennessee,38351,CDP,378,39018
18569,6415,Holy Cross,Dubuque County,IA,Iowa,52053,City,378,52292
19191,40027,Huxley,Shelby County,TX,Texas,75973,City,378,41563
29150,14488,North Hodge,Jackson Parish,LA,Louisiana,71247 / 71268,Village,378,30278
741,7274,Alto Pass,Union County,IL,Illinois,62905 / 62920,Village,378,29931
17285,10609,Harrison,Wayne County,IN,Indiana,47327 / 47330 / 47345 / 47346,Township,378,51964
12243,18902,Elmira,Olmsted County,MN,Minnesota,55923 / 55929,Township,378,80000
3875,18455,Blue Earth City,Faribault County,MN,Minnesota,56013,Township,378,67188
37437,36436,Smithton,Westmoreland County,PA,Pennsylvania,15479,Borough,378,47639
9826,23116,Davis,Carteret County,NC,North Carolina,28524 / 28589,CDP,378,55938
1563,20926,Atchison,Nodaway County,MO,Missouri,64428 / 64431 / 64461,Township,379,47500
38566,32287,St. Louisville,Licking County,OH,Ohio,43071,Village,379,48750
19076,13880,Hunters Hollow,Bullitt County,KY,Kentucky,40229,City,379,55625
10123,28526,Delanson,Schenectady County,NY,New York,12053,Village,379,70417
75,18202,Acton,Meeker County,MN,Minnesota,55355 / 56209 / 56243,Township,379,64688
818,10060,Amboy,Miami County,IN,Indiana,46911,Town,379,38000
33936,36196,Renningers,Schuylkill County,PA,Pennsylvania,17972,CDP,379,52328
35689,13235,Salt Springs,Greenwood County,KS,Kansas,66777 / 67047,Township,379,48750
45102,41399,Woodland,Summit County,UT,Utah,84036,CDP,379,73250
12390,18916,Emmons,Freeborn County,MN,Minnesota,56029,City,379,46250
8541,5351,Concord,Pike County,GA,Georgia,30206,City,379,63750
10402,4244,Dewey Beach,Sussex County,DE,Delaware,19971,Town,379,66875
32564,11212,Polk,Monroe County,IN,Indiana,47264 / 47401 / 47436,Township,379,57679
27258,31648,Morral,Marion County,OH,Ohio,43337,Village,379,47292
11156,18838,Eagle Lake,Otter Tail County,MN,Minnesota,56309 / 56326 / 56515 / 56524,Township,379,61250
9658,1057,Damascus,Faulkner County / Van Buren County,AR,Arkansas,72039,Town,379,43875
15125,39053,Gibson,Gibson County,TN,Tennessee,38338 / 38343,Town,379,42917
44179,1907,White Hills,Mohave County,AZ,Arizona,86441 / 86445,CDP,379,48977
35558,6805,Salem,Henry County,IA,Iowa,52649,City,379,33182
25772,38349,Melrose,Grant County,SD,South Dakota,57216 / 57252 / 57269,Township,379,63750
11563,26461,Eaton,Carroll County,NH,New Hampshire,3832,Town,380,71000
15670,34907,Gouglersville,Berks County,PA,Pennsylvania,19608,CDP,380,66635
24254,24632,Maddock,Benson County,ND,North Dakota,58348,City,380,36058
13767,23186,Forest Hills,Jackson County,NC,North Carolina,28723,Village,380,66250
21064,42624,Klickitat,Klickitat County,WA,Washington,98628,CDP,380,30735
43263,23656,Webster,Jackson County,NC,North Carolina,28779 / 28788,Town,380,49464
40752,18027,Trout Lake,Chippewa County,MI,Michigan,49728 / 49780 / 49793,Township,380,38000
27112,40374,Moore,Frio County,TX,Texas,78057,CDP,380,14444
10035,15328,Deer Park,Garrett County,MD,Maryland,21550,Town,380,40694
21027,31270,Kirkwood,Belmont County,OH,Ohio,43713 / 43719 / 43736 / 43977 / 43983,Township,380,41750
45463,20874,York,Fillmore County,MN,Minnesota,55939 / 55951 / 55965 / 55975,Township,380,49792
29961,38436,Okreek,Todd County,SD,South Dakota,57555 / 57563 / 57580,CDP,380,23646
2805,7412,Bell Plain,Marshall County,IL,Illinois,61369 / 61375 / 61541 / 61570 / 61760,Township,380,37250
45371,10014,Xenia,Clay County,IL,Illinois,62899,Village,380,40625
36165,45343,Scarbro,Fayette County,WV,West Virginia,25917,CDP,380,30050
28313,12936,New Gottland,McPherson County,KS,Kansas,67456 / 67460,Township,380,117500
26369,17485,Millen,Alcona County,MI,Michigan,48705 / 48728 / 48737 / 48742 / 48745,Township,380,31023
21247,29032,La Fargeville,Jefferson County,NY,New York,13656,CDP,381,49565
25515,35558,McKean,Erie County,PA,Pennsylvania,16426,Borough,381,47031
33908,40643,Reklaw,Cherokee County / Rusk County,TX,Texas,75784,City,381,32431
22244,35318,Lawrence,Washington County,PA,Pennsylvania,15055,CDP,381,43963
24810,12791,Marena,Hodgeman County,KS,Kansas,67523 / 67547 / 67849,Township,381,61250
16571,31018,Grover Hill,Paulding County,OH,Ohio,45849,Village,381,40469
3474,34038,Bigler,Clearfield County,PA,Pennsylvania,16825 / 16881,CDP,381,48063
29199,33187,North Miami,Ottawa County,OK,Oklahoma,74354 / 74358,Town,381,28750
29962,33203,Oktaha,Muskogee County,OK,Oklahoma,74450,Town,381,39250
42431,22141,Walnut,Bates County,MO,Missouri,64730 / 64745 / 64752 / 64779,Township,381,53816
13179,8066,Farmers,Fulton County,IL,Illinois,61441 / 61477 / 61482,Township,381,48542
2317,5263,Barwick,Brooks County / Thomas County,GA,Georgia,31720,City,381,26776
11404,15340,East New Market,Dorchester County,MD,Maryland,21631,Town,381,39769
23535,8668,London Mills,Fulton County / Knox County,IL,Illinois,61544,Village,381,43438
27414,12898,Mound Valley,Labette County,KS,Kansas,67354,City,382,35750
22945,35385,Limestone,Warren County,PA,Pennsylvania,16351,Township,382,46250
32478,26111,Plymouth,Jefferson County,NE,Nebraska,68424,Village,382,46458
40514,32373,Tontogany,Wood County,OH,Ohio,43402 / 43565,Village,382,68438
45270,5209,Worthington Springs,Union County,FL,Florida,32054 / 32697,Town,382,30556
19302,21480,Independence,Nodaway County,MO,Missouri,64461 / 64475 / 64486,Township,382,52663
21234,4705,La Crosse,Alachua County,FL,Florida,32609 / 32622 / 32658,Town,382,41806
16872,23234,Hamilton,Martin County,NC,North Carolina,27840,Town,382,22188
827,5237,Ambrose,Coffee County,GA,Georgia,31512,City,382,17778
10775,2313,Doyle,Lassen County,CA,California,96109,CDP,382,20926
17972,39975,Hermleigh,Scurry County,TX,Texas,79526,CDP,382,63229
1136,7293,Apple Canyon Lake,Jo Daviess County,IL,Illinois,61001 / 61075,CDP,382,73750
31902,1754,Pimaco Two,Pima County,AZ,Arizona,85602,CDP,382,31438
27306,29278,Morristown,St. Lawrence County,NY,New York,13664,Village,382,58750
3446,25495,Big Springs,Deuel County,NE,Nebraska,69122,Village,382,46250
39351,11444,Sulphur Springs,Henry County,IN,Indiana,47356 / 47388,Town,382,39107
43038,36894,Wattsburg,Erie County,PA,Pennsylvania,16442,Borough,382,43571
28343,31713,New Haven,Huron County,OH,Ohio,44850 / 44865 / 44890,CDP,382,42344
45049,14162,Woodburn,Warren County,KY,Kentucky,42104 / 42170,City,382,48393
7411,18627,Chokio,Stevens County,MN,Minnesota,56221,City,382,38500
38794,44688,Stark,Vernon County,WI,Wisconsin,54639,Town,382,45833
6937,13727,Chaplin,Nelson County,KY,Kentucky,40008 / 40012,CDP,382,31094
35218,15030,Rowe,Franklin County,MA,Massachusetts,1367,Town,382,56477
4778,5291,Bronwood,Terrell County,GA,Georgia,39826 / 39842,Town,383,46667
4241,30402,Bowerston,Harrison County,OH,Ohio,44695,Village,383,28750
3727,39464,Blanket,Brown County,TX,Texas,76432,Town,383,38750
25095,19731,Martin,Rock County,MN,Minnesota,56116 / 56138 / 56156 / 56173 / 57068,Township,383,71458
282,4,Akiak,Bethel Census Area,AK,Alaska,99552,City,383,42000
29117,26038,North Franklin,Franklin County,NE,Nebraska,68932 / 68981,Township,383,40000
34365,6771,Ringsted,Emmet County,IA,Iowa,50578,City,383,36563
17475,24393,Harwood,Cass County,ND,North Dakota,58005 / 58042,Township,383,76771
21766,1218,Lake View,Phillips County,AR,Arkansas,72342 / 72355,City,383,15956
44597,32657,Willshire,Van Wert County,OH,Ohio,45898,Village,383,45000
39578,25193,Surrey,Ward County,ND,North Dakota,58701 / 58768 / 58785,Township,383,91964
29112,9032,North Fork,Gallatin County,IL,Illinois,62871 / 62930 / 62934 / 62979,Township,383,32266
44537,39323,Williston,Fayette County,TN,Tennessee,38068 / 38076,City,383,47708
23498,44036,Lohrville,Waushara County,WI,Wisconsin,54970,Village,383,35000
13284,43576,Fayette,Lafayette County,WI,Wisconsin,53504 / 53516 / 53530 / 53565,Town,383,58281
21056,161,Kivalina,Northwest Arctic Borough,AK,Alaska,99750,City,383,52917
1237,18276,Arctander,Kandiyohi County,MN,Minnesota,56273 / 56279 / 56289,Township,383,67917
38661,16165,Stacyville,Penobscot County,ME,Maine,04765 / 04777,Town,383,30536
35829,3120,Sand City,Monterey County,CA,California,93955,City,383,40625
15727,573,Graham,Randolph County,AL,Alabama,36263,CDP,383,41914
29482,13996,Norwood,Jefferson County,KY,Kentucky,40222,City,383,73125
28019,31681,Neapolis,Lucas County,OH,Ohio,43522 / 43532 / 43547,CDP,383,58167
4157,43189,Boscobel,Grant County,WI,Wisconsin,53805,Town,383,40417
37104,36406,Sidman,Cambria County,PA,Pennsylvania,15955,CDP,383,70536
11765,39759,Edom,Van Zandt County,TX,Texas,75754 / 75756,City,383,57188
13526,37993,Flandreau,Moody County,SD,South Dakota,57028,Township,384,72292
46,42982,Abrams,Oconto County,WI,Wisconsin,54101,CDP,384,65500
38693,41911,Stanardsville,Greene County,VA,Virginia,22973,Town,384,31250
35657,6806,Salix,Woodbury County,IA,Iowa,51052,City,384,55625
45168,1475,Woodson,Pulaski County,AR,Arkansas,72065 / 72180 / 72206,CDP,384,29185
18991,43827,Hughes,Bayfield County,WI,Wisconsin,54820 / 54847,Town,384,52440
10911,23130,Duck,Dare County,NC,North Carolina,27949,Town,384,71964
28713,220,Newtok,Bethel Census Area,AK,Alaska,99559,CDP,384,38125
15551,17003,Goodar,Ogemaw County,MI,Michigan,48635 / 48739 / 48761,Township,384,40288
30057,9094,Olivet,Vermilion County,IL,Illinois,61846 / 61870,CDP,384,53571
36045,44568,Sarona,Washburn County,WI,Wisconsin,54868 / 54870 / 54871,Town,384,47500
23835,41724,Lovingston,Nelson County,VA,Virginia,22949,CDP,384,19531
22611,5544,Leslie,Sumter County,GA,Georgia,31764,City,384,31500
12550,28643,Erin,Chemung County,NY,New York,14838,CDP,384,32292
2222,30286,Barnhill,Tuscarawas County,OH,Ohio,44663,Village,384,42292
12946,39030,Fairgarden,Sevier County,TN,Tennessee,37876,CDP,384,53750
44480,13596,Williamsburg,Franklin County,KS,Kansas,66095,City,384,40694
35297,23520,Ruffin,Rockingham County,NC,North Carolina,27326,CDP,384,70132
15279,27622,Glen Acres,Hidalgo County,NM,New Mexico,88045,CDP,384,40938
38637,29903,St. Regis Falls,Franklin County,NY,New York,12980,CDP,384,40357
42954,3382,Waterloo,San Joaquin County,CA,California,95212 / 95215,CDP,384,109485
38715,22890,Stanford,Judith Basin County,MT,Montana,59479,Town,384,46023
4097,7483,Bonnie,Jefferson County,IL,Illinois,62816,Village,384,42404
41147,6915,Union,Hardin County,IA,Iowa,50258,City,384,41705
8410,14263,Columbia,Caldwell Parish,LA,Louisiana,71418,Town,384,34868
15843,39910,Grandfalls,Ward County,TX,Texas,79742,Town,384,35938
44955,30154,Witherbee,Essex County,NY,New York,12998,CDP,384,28125
26978,41263,Montezuma Creek,San Juan County,UT,Utah,84534,CDP,385,16705
10106,1581,Del Muerto,Apache County,AZ,Arizona,86503,CDP,385,33571
37678,17915,South Branch,Wexford County,MI,Michigan,49601 / 49638 / 49689,Township,385,41250
38014,9609,Sparland,Marshall County,IL,Illinois,61565,Village,385,46607
41664,32459,Van Buren,Hancock County,OH,Ohio,45889,Village,385,69583
34384,27802,Rio Lucio,Taos County,NM,New Mexico,87553,CDP,385,42500
34285,9359,Ridgeland,Iroquois County,IL,Illinois,60918 / 60938 / 60955 / 60968,Township,385,80625
21731,19513,Lake Sarah,Murray County,MN,Minnesota,56132 / 56172 / 56175,Township,385,64375
26022,35588,Mexico,Juniata County,PA,Pennsylvania,17056 / 17059,CDP,385,47578
15637,42569,Gorst,Kitsap County,WA,Washington,98312 / 98367,CDP,385,39519
42065,36830,Vintondale,Cambria County,PA,Pennsylvania,15943 / 15961,Borough,385,32321
39145,25178,Strasburg,Emmons County,ND,North Dakota,58573,City,385,22188
20296,8480,Joy,Mercer County,IL,Illinois,61260,Village,385,51250
24856,17405,Marilla,Manistee County,MI,Michigan,49625 / 49638 / 49645 / 49668,Township,385,45114
15762,30963,Grand,Marion County,OH,Ohio,43302 / 43332 / 43337 / 43341,Township,385,50583
1261,7298,Arenzville,Cass County,IL,Illinois,62611,Village,385,59500
16212,19165,Green Valley,Becker County,MN,Minnesota,56464 / 56470 / 56570,Township,385,46500
44650,22204,Wilson,Gentry County,MO,Missouri,64453 / 64479 / 64489,Township,385,45982
30341,26068,Orleans,Harlan County,NE,Nebraska,68966,Village,385,41591
4102,7484,Bonpas,Richland County,IL,Illinois,62419 / 62421 / 62450 / 62452 / 62466,Township,385,57679
31541,9208,Perry,Pike County,IL,Illinois,62362,Village,386,28542
16686,45175,Gypsy,Harrison County,WV,West Virginia,26361 / 26431,CDP,386,30294
24498,19690,Mamre,Kandiyohi County,MN,Minnesota,56252 / 56279,Township,386,65938
14661,34854,Gallagher,Clinton County,PA,Pennsylvania,17745,Township,386,65625
7627,38970,Clarksburg,Carroll County,TN,Tennessee,38324 / 38344 / 38390,Town,386,40000
35803,40743,San Patricio,San Patricio County,TX,Texas,78368,City,386,70500
11836,39767,El Cenizo,Starr County,TX,Texas,78582,CDP,386,17372
26889,44190,Monroe,Adams County,WI,Wisconsin,54613,Town,386,49375
26122,35595,Middleport,Schuylkill County,PA,Pennsylvania,17953,Borough,386,48393
2319,7019,Basalt,Bingham County,ID,Idaho,83218 / 83236,City,386,33214
34794,20252,Rockwood,Wadena County,MN,Minnesota,56477 / 56482,Township,386,52813
27686,7145,Mud Lake,Jefferson County,ID,Idaho,83450,City,386,45313
20531,8503,Keith,Wayne County,IL,Illinois,62823 / 62824 / 62878 / 62899,Township,386,50729
38221,20450,Spring Prairie,Clay County,MN,Minnesota,56547 / 56549,Township,386,80313
8742,28466,Copake Hamlet,Columbia County,NY,New York,12516,CDP,386,106250
16735,8277,Hahnaman,Whiteside County,IL,Illinois,61071 / 61243 / 61283,Township,386,56176
43502,36931,West Branch,Potter County,PA,Pennsylvania,16915 / 16922,Township,386,45625
6888,21097,Chamois,Osage County,MO,Missouri,65024,City,386,26750
26198,1276,Midway,Hot Spring County,AR,Arkansas,71941,Town,386,44107
7393,39598,Chireno,Nacogdoches County,TX,Texas,75937,City,386,38750
44427,3902,Wiley,Prowers County,CO,Colorado,81092,Town,386,40583
22951,29091,Lincklaen,Chenango County,NY,New York,13052 / 13124 / 13136 / 13155,Town,386,47500
37302,44638,Skanawan,Lincoln County,WI,Wisconsin,54435 / 54442 / 54487,Town,387,66250
710,41078,Alta,Salt Lake County,UT,Utah,84092 / 84121,Town,387,64205
40519,3308,Tooleville,Tulare County,CA,California,93221,CDP,387,29455
35515,29713,Saddle Rock Estates,Nassau County,NY,New York,11021,CDP,387,147969
23150,12712,Linwood,Leavenworth County,KS,Kansas,66052,City,387,47083
1848,7350,Avoca,Livingston County,IL,Illinois,61739 / 61764,Township,387,90521
41007,895,Twin,Marion County,AL,Alabama,35548 / 35563,Town,387,41705
34233,32055,Richmond Dale,Ross County,OH,Ohio,45673,CDP,387,34583
27940,42734,Naselle,Pacific County,WA,Washington,98638,CDP,387,46667
45445,5843,Yonah,White County,GA,Georgia,30528,CDP,387,26968
7716,43326,Clay Banks,Door County,WI,Wisconsin,54201 / 54235,Town,387,61477
41966,14615,Vienna,Lincoln Parish,LA,Louisiana,71235 / 71270,Town,387,57031
19342,35140,Indian Lake,Somerset County,PA,Pennsylvania,15563 / 15926,Borough,387,70000
26342,35641,Mill Village,Erie County,PA,Pennsylvania,16427 / 16441,Borough,387,46625
5710,34186,Callery,Butler County,PA,Pennsylvania,16024 / 16033,Borough,387,62250
